,Unnamed: 0,Company Name,PeriodText,Type,Investment Scheme Name,status,period_year,Company_Scheme,PeriodDate,Analysed_2024,Status,Cohort,pdf_files,pdf_count,no_pdf,Industry,Types
375,365,WESTPAC BANKING CORPORATION,30-09-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,WESTPAC BANKING CORPORATION,2024-09-30,1.0,Submitted,FY24/25,WBC NZ Climate Report Sep 2024.pdf,4,0,Finance - Banks,Normal companies
376,366,WESTPAC BANKING CORPORATION,30-09-2024 - Not required to lodge,Normal companies,,,2024,WESTPAC BANKING CORPORATION,2024-09-30,1.0,Not required to lodge,FY24/25,WBC Annual Report 2024.pdf,4,0,Finance - Banks,Normal companies
377,366,WESTPAC BANKING CORPORATION,30-09-2024 - Not required to lodge,Normal companies,,,2024,WESTPAC BANKING CORPORATION,2024-09-30,1.0,Not required to lodge,FY24/25,WBC Climate Report 2024.pdf,4,0,Finance - Banks,Normal companies
378,366,WESTPAC BANKING CORPORATION,30-09-2024 - Not required to lodge,Normal companies,,,2024,WESTPAC BANKING CORPORATION,2024-09-30,1.0,Not required to lodge,FY24/25,WBC NZ Climate Report - Registrar Notice.pdf,4,0,Finance - Banks,Normal companies
379,366,WESTPAC BANKING CORPORATION,30-09-2024 - Not required to lodge,Normal companies,,,2024,WESTPAC BANKING CORPORATION,2024-09-30,1.0,Not required to lodge,FY24/25,WBC NZ Climate Report Sep 2024.pdf,4,0,Finance - Banks,Normal companies
380,367,WESTPAC BANKING CORPORATION,30-09-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,WESTPAC BANKING CORPORATION,2025-09-30,,Submitted,FY25/26,WBC Annual Report 2025.pdf,2,0,Finance - Banks,Normal companies
381,367,WESTPAC BANKING CORPORATION,30-09-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,WESTPAC BANKING CORPORATION,2025-09-30,,Submitted,FY25/26,WBC Sustainability Report 2025.pdf,2,0,Finance - Banks,Normal companies
382,368,WESTPAC NEW ZEALAND LIMITED,30-09-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,WESTPAC NEW ZEALAND LIMITED,2024-09-30,,Submitted,FY24/25,WNZL Climate Report 2024.pdf,1,0,Finance - Banks,Normal companies
383,369,WESTPAC NEW ZEALAND LIMITED,30-09-2024 - Not required to lodge,Normal companies,,,2024,WESTPAC NEW ZEALAND LIMITED,2024-09-30,,Not required to lodge,FY24/25,WNZL Climate Report 2024.pdf,1,0,Finance - Banks,Normal companies
384,370,WESTPAC NEW ZEALAND LIMITED,30-09-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,WESTPAC NEW ZEALAND LIMITED,2025-09-30,,Submitted,FY25/26,Westpac NZ Climate Report 2025.pdf,1,0,Finance - Banks,Normal companies
385,371,WINTON LAND LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,WINTON LAND LIMITED,2024-06-30,,Submitted,FY23/24,WL0007 Winton 2024 Climate-Related Disclosures_INTERACTIVE_FINAL ART.pdf,1,0,Real Estates,Normal companies
386,372,WINTON LAND LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,WINTON LAND LIMITED,2025-06-30,,Submitted,FY24/25,WL0010 Winton 2025 Climate-Related Disclosures_INTERACTIVE_FINAL ART_web.pdf,2,0,Real Estates,Normal companies
387,372,WINTON LAND LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,WINTON LAND LIMITED,2025-06-30,,Submitted,FY24/25,WL0010 Winton 2025 GHG Emissions Inventory Report_INTERACTIVE_FINAL ART_web.pdf,2,0,Real Estates,Normal companies
388,373,WORKS FINANCE (NZ) LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,WORKS FINANCE (NZ) LIMITED,2024-06-30,,Submitted,FY23/24,Works Finance (NZ) Ltd - FY24 climate reporting.pdf,1,0,Finance - Other,Normal companies
389,374,WORKS FINANCE (NZ) LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,WORKS FINANCE (NZ) LIMITED,2025-06-30,,Submitted,FY24/25,Works Finance (NZ) Ltd - FY25 climate reporting.pdf,1,0,Finance - Other,Normal companies
390,376,Z ENERGY LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,Z ENERGY LIMITED,2023-12-31,1.0,Submitted,FY23/24,Z Climate Statements 2023 - FINAL.pdf,1,0,Energy,Normal companies
391,378,WESTPAC BANKING CORPORATION,30-09-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,WESTPAC BANKING CORPORATION,2024-09-30,1.0,Submitted,FY24/25,WBC Annual Report 2024.pdf,4,0,Finance - Banks,Normal companies
392,378,WESTPAC BANKING CORPORATION,30-09-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,WESTPAC BANKING CORPORATION,2024-09-30,1.0,Submitted,FY24/25,WBC Climate Report 2024.pdf,4,0,Finance - Banks,Normal companies
393,378,WESTPAC BANKING CORPORATION,30-09-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,WESTPAC BANKING CORPORATION,2024-09-30,1.0,Submitted,FY24/25,WBC NZ Climate Report - Registrar Notice.pdf,4,0,Finance - Banks,Normal companies
394,378,WESTPAC BANKING CORPORATION,30-09-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,WESTPAC BANKING CORPORATION,2024-09-30,1.0,Submitted,FY24/25,WBC NZ Climate Report Sep 2024.pdf,4,0,Finance - Banks,Normal companies
395,379,WESTPAC BANKING CORPORATION,30-09-2024 - Not required to lodge,Normal companies,,,2024,WESTPAC BANKING CORPORATION,2024-09-30,1.0,Not required to lodge,FY24/25,WBC Annual Report 2024.pdf,4,0,Finance - Banks,Normal companies
396,379,WESTPAC BANKING CORPORATION,30-09-2024 - Not required to lodge,Normal companies,,,2024,WESTPAC BANKING CORPORATION,2024-09-30,1.0,Not required to lodge,FY24/25,WBC Climate Report 2024.pdf,4,0,Finance - Banks,Normal companies
397,379,WESTPAC BANKING CORPORATION,30-09-2024 - Not required to lodge,Normal companies,,,2024,WESTPAC BANKING CORPORATION,2024-09-30,1.0,Not required to lodge,FY24/25,WBC NZ Climate Report - Registrar Notice.pdf,4,0,Finance - Banks,Normal companies
398,379,WESTPAC BANKING CORPORATION,30-09-2024 - Not required to lodge,Normal companies,,,2024,WESTPAC BANKING CORPORATION,2024-09-30,1.0,Not required to lodge,FY24/25,WBC NZ Climate Report Sep 2024.pdf,4,0,Finance - Banks,Normal companies
399,380,WESTPAC BANKING CORPORATION,30-09-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,WESTPAC BANKING CORPORATION,2025-09-30,,Submitted,FY25/26,WBC Annual Report 2025.pdf,2,0,Finance - Banks,Normal companies
400,380,WESTPAC BANKING CORPORATION,30-09-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,WESTPAC BANKING CORPORATION,2025-09-30,,Submitted,FY25/26,WBC Sustainability Report 2025.pdf,2,0,Finance - Banks,Normal companies
401,381,WESTPAC NEW ZEALAND LIMITED,30-09-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,WESTPAC NEW ZEALAND LIMITED,2024-09-30,,Submitted,FY24/25,WNZL Climate Report 2024.pdf,1,0,Finance - Banks,Normal companies
402,382,WESTPAC NEW ZEALAND LIMITED,30-09-2024 - Not required to lodge,Normal companies,,,2024,WESTPAC NEW ZEALAND LIMITED,2024-09-30,,Not required to lodge,FY24/25,WNZL Climate Report 2024.pdf,1,0,Finance - Banks,Normal companies
403,383,WESTPAC NEW ZEALAND LIMITED,30-09-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,WESTPAC NEW ZEALAND LIMITED,2025-09-30,,Submitted,FY25/26,Westpac NZ Climate Report 2025.pdf,1,0,Finance - Banks,Normal companies
404,384,WINTON LAND LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,WINTON LAND LIMITED,2024-06-30,,Submitted,FY23/24,WL0007 Winton 2024 Climate-Related Disclosures_INTERACTIVE_FINAL ART.pdf,1,0,Real Estates,Normal companies
405,385,WINTON LAND LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,WINTON LAND LIMITED,2025-06-30,,Submitted,FY24/25,WL0010 Winton 2025 Climate-Related Disclosures_INTERACTIVE_FINAL ART_web.pdf,2,0,Real Estates,Normal companies
406,385,WINTON LAND LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,WINTON LAND LIMITED,2025-06-30,,Submitted,FY24/25,WL0010 Winton 2025 GHG Emissions Inventory Report_INTERACTIVE_FINAL ART_web.pdf,2,0,Real Estates,Normal companies
407,386,WORKS FINANCE (NZ) LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,WORKS FINANCE (NZ) LIMITED,2024-06-30,,Submitted,FY23/24,Works Finance (NZ) Ltd - FY24 climate reporting.pdf,1,0,Finance - Other,Normal companies
408,387,WORKS FINANCE (NZ) LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,WORKS FINANCE (NZ) LIMITED,2025-06-30,,Submitted,FY24/25,Works Finance (NZ) Ltd - FY25 climate reporting.pdf,1,0,Finance - Other,Normal companies
409,389,Z ENERGY LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,Z ENERGY LIMITED,2023-12-31,1.0,Submitted,FY23/24,Z Climate Statements 2023 - FINAL.pdf,1,0,Energy,Normal companies
