,Company Name,PeriodText,Type,Investment Scheme Name,status,period_year,Company_Scheme,PeriodDate,Analysed_2024,Status,Cohort,pdf_files,pdf_count,no_pdf,Industry,Types
91,DOWNER EDI LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,DOWNER EDI LIMITED,2024-06-30,,Submitted,FY23/24,['Downer EDI - 2024 Sustainability Report incl Climate Statement.pdf'],1,0,Infrastructure,Normal companies
92,DOWNER EDI LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,DOWNER EDI LIMITED,2025-06-30,,Submitted,FY24/25,"['2025 - PwC Limited Assurance Report.pdf', '2025 Annual Report (including Climate Statement).pdf', '2025 Sustainability Report.pdf', 'DOW FY25 climate reporting exemption notice_20250821.pdf']",4,0,Infrastructure,Normal companies
93,EBOS GROUP LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,EBOS GROUP LIMITED,2025-06-30,,Submitted,FY24/25,['EBOS Group Limited FY2025 Climate Statement.pdf'],1,0,Healthcare,Normal companies
94,EBOS GROUP LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,EBOS GROUP LIMITED,2024-06-30,,Submitted,FY23/24,['Climate Statement_2024_V15.pdf'],1,0,Healthcare,Normal companies
95,EROAD LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,EROAD LIMITED,2024-03-31,,Submitted,FY23/24,['EROAD-Climate-disclosures-FY24-30July2024.pdf'],1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
96,EROAD LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,EROAD LIMITED,2025-03-31,,Submitted,FY24/25,['EROAD-FY25-Sustainability-Report and Climate Disclosures.pdf'],1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
97,EROAD LIMITED,31-03-2026 - Due by 31-07-2026,Normal companies,,Have records but not submitted,2026,EROAD LIMITED,2026-03-31,,Not yet submitted,FY25/26,[],0,1,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
98,F&C INVESTMENT TRUST PLC,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,F&C INVESTMENT TRUST PLC,2024-12-31,,Submitted,FY24/25,['FCIT - CRD Exemption Notice 2025.pdf'],1,0,Finance - Other,Normal companies
99,F&C INVESTMENT TRUST PLC,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,F&C INVESTMENT TRUST PLC,2023-12-31,,Submitted,FY23/24,['F&C Investment Trust PLC - CRD Exemption Notice.pdf'],1,0,Finance - Other,Normal companies
100,F&C INVESTMENT TRUST PLC,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,F&C INVESTMENT TRUST PLC,2025-12-31,,Submitted,FY25/26,['FCIT - CRD Exemption Notice 2026.pdf'],1,0,Finance - Other,Normal companies
101,FIDELITY LIFE ASSURANCE COMPANY LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,FIDELITY LIFE ASSURANCE COMPANY LIMITED,2024-06-30,,Submitted,FY23/24,['Fidelity Life Assurance Company Limited - FY24 Climate Statement.pdf'],1,0,Finance - Insurance,Normal companies
102,FIDELITY LIFE ASSURANCE COMPANY LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,FIDELITY LIFE ASSURANCE COMPANY LIMITED,2025-06-30,,Submitted,FY24/25,['Fidelity Life Annual report FY25 including Climate Statement.pdf'],1,0,Finance - Insurance,Normal companies
103,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,2024-03-31,,Submitted,FY23/24,['FPH Annual Report 2024_Including Climate Statements.pdf'],1,0,Healthcare,Normal companies
104,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,31-03-2026 - Due by 31-07-2026,Normal companies,,Have records but not submitted,2026,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,2026-03-31,,Not yet submitted,FY25/26,[],0,1,Healthcare,Normal companies
105,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,2025-03-31,,Submitted,FY24/25,['FPH Annual Report 2025_Including Climate Statements.pdf'],1,0,Healthcare,Normal companies
106,FLETCHER BUILDING INDUSTRIES LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,FLETCHER BUILDING INDUSTRIES LIMITED,2025-06-30,,Submitted,FY24/25,['FBIL Climate-Related Disclosure exemption notice 30 June 2025.pdf'],1,0,Constructions,Normal companies
107,FLETCHER BUILDING INDUSTRIES LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,FLETCHER BUILDING INDUSTRIES LIMITED,2024-06-30,,Submitted,FY23/24,"['FBIL Climate-Related Disclosure exemption notice 30 June 2024.pdf', 'Financial Markets Conduct (Climate-related Disclosures FBIL) Exemption Notice 2024.pdf']",2,0,Constructions,Normal companies
108,FLETCHER BUILDING LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,FLETCHER BUILDING LIMITED,2024-06-30,,Submitted,FY23/24,['Fletcher Building Climate Statements 2024.pdf'],1,0,Constructions,Normal companies
109,FLETCHER BUILDING LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,FLETCHER BUILDING LIMITED,2025-06-30,,Submitted,FY24/25,['Fletcher Building Climate Statements 2025.pdf'],1,0,Constructions,Normal companies
110,FMG INSURANCE LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,FMG INSURANCE LIMITED,2024-03-31,,Submitted,FY23/24,['FMGIL Climate-related disclosures FY24.pdf'],1,0,Finance - Insurance,Normal companies
111,FMG INSURANCE LIMITED,31-03-2026 - Due by 31-07-2026,Normal companies,,Have records but not submitted,2026,FMG INSURANCE LIMITED,2026-03-31,,Not yet submitted,FY25/26,[],0,1,Finance - Insurance,Normal companies
112,FMG INSURANCE LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,FMG INSURANCE LIMITED,2025-03-31,,Submitted,FY24/25,"['Climate-related-disclosures-2025.pdf', 'FMGIL Exemption Notice for Filing - 31 March 2025.pdf']",2,0,Finance - Insurance,Normal companies
113,FOLEY WINES LIMITED,30-06-2025 - Not required to lodge,Normal companies,,,2025,FOLEY WINES LIMITED,2025-06-30,,Not required to lodge,FY24/25,[],0,1,Agriculture,Normal companies
114,FOLEY WINES LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,FOLEY WINES LIMITED,2024-06-30,,Submitted,FY23/24,['Foley Wines Limited Climate Related Disclosures YE 30 June 2024.pdf'],1,0,Agriculture,Normal companies
115,FONTERRA CO-OPERATIVE GROUP LIMITED,31-07-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,FONTERRA CO-OPERATIVE GROUP LIMITED,2024-07-31,,Submitted,FY24/25,['01. FONTERRA133 2024 Annual Report_NZX.pdf'],1,0,Agriculture,Normal companies
116,FONTERRA CO-OPERATIVE GROUP LIMITED,31-07-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,FONTERRA CO-OPERATIVE GROUP LIMITED,2025-07-31,,Submitted,FY25/26,['1a. FONTERRA AR_2025_NZX.pdf'],1,0,Agriculture,Normal companies
117,FREIGHTWAYS GROUP LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,FREIGHTWAYS GROUP LIMITED,2025-06-30,,Submitted,FY24/25,['Freightways FY25 Climate Statement.pdf'],1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
118,FREIGHTWAYS GROUP LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,FREIGHTWAYS GROUP LIMITED,2024-06-30,,Submitted,FY23/24,['Freightways Climate Statement - FY24.pdf'],1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
119,GENESIS ENERGY LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,GENESIS ENERGY LIMITED,2024-06-30,,Submitted,FY23/24,['Genesis FY24 Climate Statement.pdf'],1,0,Energy,Normal companies
120,GENESIS ENERGY LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,GENESIS ENERGY LIMITED,2025-06-30,,Submitted,FY24/25,['Genesis FY25 Climate Statement.pdf'],1,0,Energy,Normal companies
121,GENTRACK GROUP LIMITED,30-09-2024 - Not required to lodge,Normal companies,,,2024,GENTRACK GROUP LIMITED,2024-09-30,,Not required to lodge,FY24/25,['Gentrack Annual Report including Climate Statement 2024.pdf'],1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
122,GENTRACK GROUP LIMITED,30-09-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,GENTRACK GROUP LIMITED,2024-09-30,,Submitted,FY24/25,['Gentrack Annual Report including Climate Statement 2024.pdf'],1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
123,GENTRACK GROUP LIMITED,30-09-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,GENTRACK GROUP LIMITED,2025-09-30,,Submitted,FY25/26,['Gentrack Climate Statement 2025 final.pdf'],1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
124,GMT BOND ISSUER LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,GMT BOND ISSUER LIMITED,2024-03-31,,Submitted,FY23/24,['GMT Bond Issuer climate reporting exemption.pdf'],1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
125,GMT BOND ISSUER LIMITED,31-03-2026 - Due by 31-07-2026,Normal companies,,Have records but not submitted,2026,GMT BOND ISSUER LIMITED,2026-03-31,,Not yet submitted,FY25/26,[],0,1,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
126,GMT BOND ISSUER LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,GMT BOND ISSUER LIMITED,2025-03-31,,Submitted,FY24/25,"['GMT Bond Issuer climate reporting exemption.pdf', 'GMT_Bond_Issuer_climate_reporting_exemption.pdf']",2,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
127,GREEN CROSS HEALTH LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,GREEN CROSS HEALTH LIMITED,2024-03-31,,Submitted,FY23/24,['Green Cross Health Limited Climate Related Disclosure for the year ended 31 March 2024.pdf'],1,0,Healthcare,Normal companies
128,GREEN CROSS HEALTH LIMITED,31-03-2026 - Due by 31-07-2026,Normal companies,,Have records but not submitted,2026,GREEN CROSS HEALTH LIMITED,2026-03-31,,Not yet submitted,FY25/26,[],0,1,Healthcare,Normal companies
129,GREEN CROSS HEALTH LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,GREEN CROSS HEALTH LIMITED,2025-03-31,,Submitted,FY24/25,['Green Cross Health Limited Climate Related Disclosure for the year ended 31 March 2025.pdf'],1,0,Healthcare,Normal companies
130,HALLENSTEIN GLASSON HOLDINGS LIMITED,31-07-2025 - Due by 30-11-2025,Normal companies,,Have records but not submitted,2025,HALLENSTEIN GLASSON HOLDINGS LIMITED,2025-07-31,,Not yet submitted,FY25/26,[],0,1,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
131,HALLENSTEIN GLASSON HOLDINGS LIMITED,31-07-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,HALLENSTEIN GLASSON HOLDINGS LIMITED,2024-07-31,,Submitted,FY24/25,['Hallenstein Glasson Holdings Limited Climate Related Disclosures 2024.pdf'],1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
132,HEARTLAND BANK LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,HEARTLAND BANK LIMITED,2024-06-30,,Submitted,FY23/24,['Heartland Climate Report FY2024 .pdf'],1,0,Finance - Banks,Normal companies
133,HEARTLAND BANK LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,HEARTLAND BANK LIMITED,2025-06-30,,Submitted,FY24/25,['Heartland Climate Report FY2025.pdf'],1,0,Finance - Banks,Normal companies
134,HEARTLAND GROUP HOLDINGS LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,HEARTLAND GROUP HOLDINGS LIMITED,2024-06-30,,Submitted,FY23/24,['Heartland Climate Report FY2024 .pdf'],1,0,Finance - Banks,Normal companies
135,HEARTLAND GROUP HOLDINGS LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,HEARTLAND GROUP HOLDINGS LIMITED,2025-06-30,,Submitted,FY24/25,['Heartland Climate Report FY2025.pdf'],1,0,Finance - Banks,Normal companies
136,HENDERSON FAR EAST INCOME LIMITED,31-08-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,HENDERSON FAR EAST INCOME LIMITED,2024-08-31,,Submitted,FY24/25,['NZX climate related ye24.pdf'],1,0,Investment Schemes,Normal companies
137,HENDERSON FAR EAST INCOME LIMITED,31-08-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,HENDERSON FAR EAST INCOME LIMITED,2025-08-31,,Submitted,FY25/26,['NZX climate related ye25.pdf'],1,0,Investment Schemes,Normal companies
138,HENDERSON FAR EAST INCOME LIMITED,31-08-2024 - Not required to lodge,Normal companies,,,2024,HENDERSON FAR EAST INCOME LIMITED,2024-08-31,,Not required to lodge,FY24/25,['NZX climate related ye24.pdf'],1,0,Investment Schemes,Normal companies
139,IAG NEW ZEALAND LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,IAG NEW ZEALAND LIMITED,2024-06-30,,Submitted,FY23/24,['FY24 IAG New Zealand Climate-related Disclosure.pdf'],1,0,Finance - Insurance,Normal companies
140,IAG NEW ZEALAND LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,IAG NEW ZEALAND LIMITED,2025-06-30,,Submitted,FY24/25,"['CRD - IAG NZ notice to FSPR.pdf', 'IAG NZ FY25 Climate Disclosure.pdf']",2,0,Finance - Insurance,Normal companies
141,IKEGPS GROUP LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,IKEGPS GROUP LIMITED,2024-03-31,,Submitted,FY23/24,['ikeGPS Group ESG Final_Signed.pdf'],1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
142,IKEGPS GROUP LIMITED,31-03-2025 - Due by 31-07-2025,Normal companies,,Have records but not submitted,2025,IKEGPS GROUP LIMITED,2025-03-31,,Not yet submitted,FY24/25,[],0,1,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
143,IKEGPS GROUP LIMITED,31-03-2026 - Due by 31-07-2026,Normal companies,,Have records but not submitted,2026,IKEGPS GROUP LIMITED,2026-03-31,,Not yet submitted,FY25/26,[],0,1,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
144,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (NEW ZEALAND) LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (NEW ZEALAND) LIMITED,2024-12-31,,Submitted,FY24/25,['ICBC NZ Ltd Climate-Related Disclosure Statement 31 Dec 24.pdf'],1,0,Finance - Banks,Normal companies
145,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (NEW ZEALAND) LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (NEW ZEALAND) LIMITED,2023-12-31,1.0,Submitted,FY23/24,['ICBC NZ Ltd CRD 31 Dec 2023.pdf'],1,0,Finance - Banks,Normal companies
146,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (NEW ZEALAND) LIMITED,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (NEW ZEALAND) LIMITED,2025-12-31,,Submitted,FY25/26,['ICBC NZ Ltd - Climate-Related Disclosure Statement 2025.pdf'],1,0,Finance - Banks,Normal companies
147,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,2024-12-31,,Submitted,FY24/25,['ICBC Ltd Climate-Related Disclosure Statement 31 Dec 24.pdf'],1,0,Finance - Banks,Normal companies
148,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,2023-12-31,1.0,Submitted,FY23/24,['ICBC Ltd CRD 31 Dec 23  Final - For submission.pdf'],1,0,Finance - Banks,Normal companies
149,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,2025-12-31,,Submitted,FY25/26,['ICBC NZ Ltd - Climate-Related Disclosure Statement 2025.pdf'],1,0,Finance - Banks,Normal companies
150,INFRATIL LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,INFRATIL LIMITED,2024-03-31,,Submitted,FY23/24,['Infratil FY2024 Climate Related Disclosures.pdf'],1,0,Infrastructure,Normal companies
