Value,Type,file_name
Scope 1 + 2,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
GHG,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI’s GHG,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
MAAL,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
S&P Global’s Climanomics,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Climanomics,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
MAAL,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
MAAL,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
S&P Global’s Climanomics Platform,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
MAAL,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Council,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Council,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
BASED METRIC13FY23 COMMENTARY,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
the S&P Global Climanomics Platform,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Climanomics,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
MAAL,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
House,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Aotearoa16,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
NIWA,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
BASED METRIC13FY23 COMMENTARY,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Green Finance Framework,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Company’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
78 Springs Road,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Green Finance FrameworkRemuneration,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
the Senior Leadership Team,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Sustainability Strategy,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
TARGET TIME FRAME,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
SOLAR,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
These Group,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Property for Industry Limited,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Board Chair Audit & Risk Committee Chair28,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Key Board,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
BOARD AUDIT & RISK COMMITTEE,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
CRD,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
CRD,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Review of Board,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Risk Management Framework,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Climate,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Review of PFI's,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Greenhouse Gas,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
GHG Protocol,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Ekos Kamahi Limited,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
"Organisational Boundary
PFI",ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
"Property for Industry 
Limited",ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
GHG,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI’s baseline,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
NZ CS 2,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Scope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI’s GHG,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Global Warming Potential,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
"the 
Ministry for the Environment’s 2023",ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
the MfE Guide,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
UK Department for Environment Food,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Rural Affairs,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
"UK Government GHG Conversion Factors for Company 
Reporting",ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
The Market Economics Limited,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Consumption Emissions,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Auckland Counci,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Scope 1 Category,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
GWP,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
GHG,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
"Scope 3, Category",ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Capital Goods,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Life-Cycle Assessments,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
LCA,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Capital Goods,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
LCA,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
LCA,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Scope 3 Category 1,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Capital Goods,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
LCA,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
GHG,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Beca Limited,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
EEIO,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
NZ�,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
US�,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
model24,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
LIMITATIONS,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
HVAC,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
HVAC,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Diesel,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
sprinkler,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
sprinkler,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI’s Head Office,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
LIMITATIONS,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Capital Goods,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Life-Cycle Assessment,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Energy Transmission,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
It�,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
"Scope 3, Categories",ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
GHG,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
LIMITATIONS,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt
Citibank,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citibank,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citibank N.A.,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
the Financial Markets Conduct Act,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Climate,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
the Financial Service Providers Registrar,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citi NZ’s,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
FMCA,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
NZ Climate,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
"CRD 
Framework",ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
External Reporting Board,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
XRB,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
NZ CS 1,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
NZ CS 2,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
NZ CS 3,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
The Citi NZ Climate Statements,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
The Citi NZ Climate Statements,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citi’s,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
CS,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Aotearoa New Zealand Climate,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
CS,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Aotearoa New Zealand Climate,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citibank N.A.,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citi New ZealandDisclaimers,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
the CRD Framework,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citi NZ,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citi’s,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Exchange Commission,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citi NZ’s,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citi NZ,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citi NZ,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citi NZ Climate Statements,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citi NZ,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citi NZ,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citi NZ,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citibank N.A.,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citi New ZealandCitibank,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
the Financial Markets Conduct Act 2013,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citi NZ,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
FMCA,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
the Financial Service Providers Registrar,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citi NZ’s,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
FMCA,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
NZ Climate,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
the Citi NZ Climate Statements,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citi NZ,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
the CRD Framework,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Aotearoa New Zealand Climate Standards,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
the External Reporting Board,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
CS,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
CS 3”,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Climate,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
XRB,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
The Citi NZ Climate Statements,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
These Citi NZ Climate Statements,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citi NZ,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
The Citi NZ Climate,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
Citibank,ORG,2023 Climate Statements for Citibank N.A. (New Zealand Branch).txt
