Value,Type,file_name,clean_value,count
Board,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,board,677
"PFI’s 
Risk Management Framework",ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi risk manag framework,4
Board,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,board,677
ESG,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,esg,322
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
ESG,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,esg,322
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,docusign envelop,56
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
Greenhouse Gas Emissions,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,greenhous gas emiss,4
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
HVAC,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,hvac,6
Diesel,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,diesel,9
sprinkler,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,sprinkler,3
TONNES,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,tonn,4
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,docusign envelop,56
Direct Emissions Fugitive,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,direct emiss fugit,1
Fuel Covered,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,fuel cover,1
SCOPE,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,scope,190
Scope 2 Emissions,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,scope emiss,8
SCOPE,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,scope,190
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
GHG,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,ghg,640
GHG,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,ghg,640
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
GHG,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,ghg,640
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,docusign envelop,56
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
GHG,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,ghg,640
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,green star,23
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI’s facilities management,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi facil manag,1
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
HVAC,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,hvac,6
R22,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,r,4
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,docusign envelop,56
BASED METRIC13FY23 COMMENTARY,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,base metric fy commentari,3
GHG,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,ghg,640
Scope 1 + 2,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,scope,190
GHG,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,ghg,640
PFI’s GHG,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi ghg,2
MAAL,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,maal,5
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
S&P Global’s Climanomics,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,p global climanom,2
Climanomics,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,climanom,3
MAAL,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,maal,5
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
MAAL,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,maal,5
S&P Global’s Climanomics Platform,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,p global climanom platform,2
MAAL,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,maal,5
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
Council,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,council,5
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
Council,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,council,5
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,docusign envelop,56
BASED METRIC13FY23 COMMENTARY,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,base metric fy commentari,3
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
the S&P Global Climanomics Platform,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,p global climanom platform,2
Climanomics,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,climanom,3
MAAL,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,maal,5
House,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,hous,20
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
Aotearoa16,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,aotearoa,2
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,green star,23
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,green star,23
NIWA,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,niwa,77
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,docusign envelop,56
BASED METRIC13FY23 COMMENTARY,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,base metric fy commentari,3
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
Green Finance Framework,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,green financ framework,3
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,green star,23
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
Company’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,compani,182
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,green star,23
78 Springs Road,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,spring road,1
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,green star,23
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,green star,23
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,green star,23
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,green star,23
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
Green Finance FrameworkRemuneration,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,green financ frameworkremuner,1
the Senior Leadership Team,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,senior leadership team,6
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,green star,23
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,docusign envelop,56
Sustainability Strategy,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,sustain strategi,10
TARGET TIME FRAME,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,target time frame,1
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,green star,23
Green Star,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,green star,23
SOLAR,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,solar,1
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
These Group,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,group,634
Property for Industry Limited,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,properti industri limit,2
Board Chair Audit & Risk Committee Chair28,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,board chair audit risk committe chair,1
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,docusign envelop,56
Key Board,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,key board,1
BOARD AUDIT & RISK COMMITTEE,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,board audit risk committe,9
CRD,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,crd,26
CRD,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,crd,26
Review of Board,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,review board,1
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
Risk Management Framework,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,risk manag framework,45
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
Climate,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,climat,142
Review of PFI's,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,review pfi,1
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,docusign envelop,56
Greenhouse Gas,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,greenhous gas,37
GHG Protocol,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,ghg protocol,3
Ekos Kamahi Limited,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,eko kamahi limit,1
"Organisational Boundary
PFI",ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,organis boundari pfi,1
"Property for Industry 
Limited",ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,properti industri limit,2
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
GHG,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,ghg,640
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI’s baseline,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi baselin,1
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
NZ CS 2,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,nz cs,64
Scope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,scope,190
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI’s GHG,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi ghg,2
Global Warming Potential,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,global warm potenti,32
"the 
Ministry for the Environment’s 2023",ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,ministri environ,23
the MfE Guide,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,mfe guid,1
UK Department for Environment Food,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,uk depart environ food,1
Rural Affairs,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,rural affair,2
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
"UK Government GHG Conversion Factors for Company 
Reporting",ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,uk govern ghg convers factor compani report,3
The Market Economics Limited,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,market econom limit,4
Consumption Emissions,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,consumpt emiss,1
Auckland Counci,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,auckland counci,1
Scope 1 Category,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,scope categori,7
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,docusign envelop,56
GWP,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,gwp,9
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
GHG,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,ghg,640
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
"Scope 3, Category",ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,scope categori,7
Capital Goods,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,capit good,4
Life-Cycle Assessments,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,life cycl assess,2
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
LCA,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,lca,4
Capital Goods,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,capit good,4
LCA,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,lca,4
LCA,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,lca,4
Scope 3 Category 1,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,scope categori,7
Capital Goods,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,capit good,4
LCA,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,lca,4
GHG,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,ghg,640
Beca Limited,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,beca limit,2
EEIO,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,eeio,1
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
NZ�,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,nz,4
US�,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,us,1
model24,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,model,3
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,docusign envelop,56
LIMITATIONS,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,limit,26
HVAC,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,hvac,6
HVAC,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,hvac,6
Diesel,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,diesel,9
sprinkler,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,sprinkler,3
sprinkler,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,sprinkler,3
PFI’s Head Office,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi head offic,1
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
DocuSign Envelope,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,docusign envelop,56
LIMITATIONS,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,limit,26
Capital Goods,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,capit good,4
Life-Cycle Assessment,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,life cycl assess,2
Energy Transmission,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,energi transmiss,1
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI’s,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
PFI,ORG,2023 12 31 - PFI - Climate-related Disclosures - Signed.txt,pfi,197
